"Código Pagamento";"Código Lista";"Data Emissão";"Código Banco";"Nome Banco";"Agência";"Valor em R$"
"193099192112024OB000006";"193099192112023LB000035";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"16517,01"
"193099192112024OB000006";"193099192112023LB000035";"02/01/2024";"104";"Caixa Econômica Federal";"3921";"140187,07"
"193099192112024OB000006";"193099192112023LB000035";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"57425,08"
"193099192112024OB000006";"193099192112023LB000035";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"88036,25"
"193099192112024OB000006";"193099192112023LB000035";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0001";"10566,26"
"193099192112024OB000006";"193099192112023LB000035";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"2902,19"
"194035192082024OB000015";"194035192082023LB000016";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"17809526,55"
"194035192082024OB000015";"194035192082023LB000016";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"851049,43"
"194035192082024OB000015";"194035192082023LB000016";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"10680,03"
"194035192082024OB000015";"194035192082023LB000016";"02/01/2024";"104";"Caixa Econômica Federal";"2286";"2842314,30"
"194035192082024OB000015";"194035192082023LB000016";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"1694492,31"
"194035192082024OB000015";"194035192082023LB000016";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"773914,44"
"194035192082024OB000015";"194035192082023LB000016";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"378582,63"
"194035192082024OB000015";"194035192082023LB000016";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"259951,28"
"195006112012024OB000008";"195006112012023LB000023";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"15759674,66"
"195006112012024OB000008";"195006112012023LB000023";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"1125944,98"
"195006112012024OB000008";"195006112012023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"0664";"5327456,79"
"195006112012024OB000008";"195006112012023LB000023";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"526675,53"
"195006112012024OB000008";"195006112012023LB000023";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"625718,56"
"195006112012024OB000008";"195006112012023LB000023";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"156218,17"
"195006112012024OB000009";"195006112012023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"151903,60"
"195006112012024OB000009";"195006112012023LB000024";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"4252,56"
"195006112012024OB000009";"195006112012023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"0664";"62036,78"
"195006112012024OB000009";"195006112012023LB000024";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"16947,87"
"195006112012024OB000009";"195006112012023LB000024";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"6831,56"
"200006000012024OB000001";"200006000012023LB000073";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"8297688,61"
"200006000012024OB000001";"200006000012023LB000073";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"453491,62"
"200006000012024OB000001";"200006000012023LB000073";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"30616,00"
"200006000012024OB000001";"200006000012023LB000073";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"1598490,34"
"200006000012024OB000001";"200006000012023LB000073";"02/01/2024";"237";"Banco Bradesco S.A.";"0484";"289590,03"
"200006000012024OB000001";"200006000012023LB000073";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1249287,55"
"200006000012024OB000001";"200006000012023LB000073";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"10986,67"
"200006000012024OB000001";"200006000012023LB000073";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"72951,67"
"200006000012024OB000002";"200006000012023LB000071";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"46907,00"
"200006000012024OB000002";"200006000012023LB000071";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"4369,94"
"200006000012024OB000002";"200006000012023LB000071";"02/01/2024";"70";"BRB - Banco de Brasília S.A.";"0100";"6284,04"
"200006000012024OB000002";"200006000012023LB000071";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"31282,56"
"200006000012024OB000002";"200006000012023LB000071";"02/01/2024";"237";"Banco Bradesco S.A.";"0484";"9701,28"
"200006000012024OB000002";"200006000012023LB000071";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"2658,47"
"200006000012024OB000003";"200006000012023LB000072";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"76340,36"
"200006000012024OB000005";"200006000012023LB000070";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"1859247,87"
"200006000012024OB000005";"200006000012023LB000070";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"68601,88"
"200006000012024OB000005";"200006000012023LB000070";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"2696,94"
"200006000012024OB000005";"200006000012023LB000070";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"619403,44"
"200006000012024OB000005";"200006000012023LB000070";"02/01/2024";"237";"Banco Bradesco S.A.";"0484";"124649,66"
"200006000012024OB000005";"200006000012023LB000070";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"645181,59"
"200006000012024OB000005";"200006000012023LB000070";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"5889,96"
"200006000012024OB000005";"200006000012023LB000070";"02/01/2024";"";"";"9999";"2352,66"
"200006000012024OB000006";"200006000012023LB000068";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"264,00"
"200006000012024OB000007";"200006000012023LB000069";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"25330,68"
"200230000012024OB000001";"200230000012023LB000078";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"16679231,09"
"200230000012024OB000001";"200230000012023LB000078";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"2472844,47"
"200230000012024OB000001";"200230000012023LB000078";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"256493,15"
"200230000012024OB000001";"200230000012023LB000078";"02/01/2024";"104";"Caixa Econômica Federal";"0007";"3875715,95"
"200230000012024OB000001";"200230000012023LB000078";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"1643355,94"
"200230000012024OB000001";"200230000012023LB000078";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1310939,20"
"200230000012024OB000001";"200230000012023LB000078";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"78766,69"
"200230000012024OB000001";"200230000012023LB000078";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"498883,73"
"200230000012024OB000002";"200230000012023LB000080";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"90622,91"
"200230000012024OB000003";"200230000012023LB000079";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"34775,89"
"200230000012024OB000003";"200230000012023LB000079";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"8649,96"
"200230000012024OB000003";"200230000012023LB000079";"02/01/2024";"104";"Caixa Econômica Federal";"0007";"5478,75"
"200230000012024OB000003";"200230000012023LB000079";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"2279,52"
"200230000012024OB000003";"200230000012023LB000079";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"4341,64"
"200230000012024OB000003";"200230000012023LB000079";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"2785,19"
"200230000012024OB000004";"200230000012023LB000082";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"1772441,12"
"200230000012024OB000004";"200230000012023LB000082";"02/01/2024";"104";"Caixa Econômica Federal";"0007";"512514,22"
"200230000012024OB000005";"200230000012023LB000081";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"13232876,65"
"200230000012024OB000005";"200230000012023LB000081";"02/01/2024";"104";"Caixa Econômica Federal";"0007";"4168434,70"
"200230000012024OB000006";"200230000012023LB000076";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"158919779,50"
"200230000012024OB000006";"200230000012023LB000076";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"14803076,40"
"200230000012024OB000006";"200230000012023LB000076";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"583801,35"
"200230000012024OB000006";"200230000012023LB000076";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0059";"1217,98"
"200230000012024OB000006";"200230000012023LB000076";"02/01/2024";"104";"Caixa Econômica Federal";"0007";"54163208,54"
"200230000012024OB000006";"200230000012023LB000076";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"14998267,90"
"200230000012024OB000006";"200230000012023LB000076";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"18150129,64"
"200230000012024OB000006";"200230000012023LB000076";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"3967193,07"
"200230000012024OB000006";"200230000012023LB000076";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"5590237,41"
"200230000012024OB000006";"200230000012023LB000076";"02/01/2024";"";"";"9999";"13613,88"
"200230000012024OB000007";"200230000012023LB000077";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"3796068,83"
"200230000012024OB000007";"200230000012023LB000077";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"500825,23"
"200230000012024OB000007";"200230000012023LB000077";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"84666,68"
"200230000012024OB000007";"200230000012023LB000077";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0059";"40060,99"
"200230000012024OB000007";"200230000012023LB000077";"02/01/2024";"104";"Caixa Econômica Federal";"0007";"2783523,50"
"200230000012024OB000007";"200230000012023LB000077";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"749021,40"
"200230000012024OB000007";"200230000012023LB000077";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"605461,63"
"200230000012024OB000007";"200230000012023LB000077";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"54630,91"
"200230000012024OB000007";"200230000012023LB000077";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"159501,73"
"200280000012024OB000001";"200280000012023LB000025";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"3511609,81"
"200280000012024OB000001";"200280000012023LB000025";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"36923,77"
"200280000012024OB000001";"200280000012023LB000025";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"12614952,30"
"200280000012024OB000001";"200280000012023LB000025";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"1782141,77"
"200280000012024OB000001";"200280000012023LB000025";"02/01/2024";"341";"Itaú UniBanco S.A.";"0301";"4995968,95"
"200280000012024OB000001";"200280000012023LB000025";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"222507,53"
"200280000012024OB000001";"200280000012023LB000025";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"826663,10"
"200280000012024OB000003";"200280000012023LB000022";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"736395,04"
"200280000012024OB000004";"200280000012023LB000021";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"2794827,83"
"200280000012024OB000005";"200280000012023LB000023";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"544650,67"
"200280000012024OB000005";"200280000012023LB000023";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"52889,27"
"200280000012024OB000005";"200280000012023LB000023";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"7563,76"
"200280000012024OB000005";"200280000012023LB000023";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0014";"3774,34"
"200280000012024OB000005";"200280000012023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"175600,62"
"200280000012024OB000005";"200280000012023LB000023";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"68601,32"
"200280000012024OB000005";"200280000012023LB000023";"02/01/2024";"341";"Itaú UniBanco S.A.";"0301";"114078,12"
"200280000012024OB000005";"200280000012023LB000023";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"4608,96"
"200281000012024OB000001";"200281000012023LB000015";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"17319397,52"
"200281000012024OB000001";"200281000012023LB000015";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"967643,43"
"200281000012024OB000001";"200281000012023LB000015";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0014";"2797,67"
"200281000012024OB000001";"200281000012023LB000015";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"67206014,19"
"200281000012024OB000001";"200281000012023LB000015";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"16637494,33"
"200281000012024OB000001";"200281000012023LB000015";"02/01/2024";"341";"Itaú UniBanco S.A.";"0301";"38287890,62"
"200281000012024OB000001";"200281000012023LB000015";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"1816978,55"
"200281000012024OB000001";"200281000012023LB000015";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"2922107,61"
"200281000012024OB000001";"200281000012023LB000015";"02/01/2024";"";"";"9999";"21391,35"
"200281000012024OB000007";"200281000012023LB000018";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"3214897,11"
"200281000012024OB000008";"200281000012023LB000016";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"3885875,31"
"200281000012024OB000008";"200281000012023LB000016";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"447112,36"
"200281000012024OB000008";"200281000012023LB000016";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"100707,66"
"200281000012024OB000008";"200281000012023LB000016";"02/01/2024";"47";"Banco do Estado de Sergipe S.A.";"0014";"8275,32"
"200281000012024OB000008";"200281000012023LB000016";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"1228162,51"
"200281000012024OB000008";"200281000012023LB000016";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"710139,32"
"200281000012024OB000008";"200281000012023LB000016";"02/01/2024";"341";"Itaú UniBanco S.A.";"0301";"606584,62"
"200281000012024OB000008";"200281000012023LB000016";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"71850,69"
"200281000012024OB000008";"200281000012023LB000016";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"66443,13"
"200281000012024OB000020";"200281000012023LB000017";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"14780680,03"
"200282000012024OB000001";"200282000012023LB000025";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"7344635,45"
"200282000012024OB000002";"200282000012023LB000026";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"319621,22"
"200282000012024OB000002";"200282000012023LB000026";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"6744,14"
"200282000012024OB000002";"200282000012023LB000026";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"1477652,55"
"200282000012024OB000002";"200282000012023LB000026";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"275276,98"
"200282000012024OB000002";"200282000012023LB000026";"02/01/2024";"341";"Itaú UniBanco S.A.";"0464";"1090567,15"
"200282000012024OB000002";"200282000012023LB000026";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"46782,76"
"200282000012024OB000002";"200282000012023LB000026";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"11842,72"
"200282000012024OB000003";"200282000012023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"60688,30"
"200282000012024OB000003";"200282000012023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"8421,09"
"200282000012024OB000003";"200282000012023LB000024";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"10143,12"
"200282000012024OB000003";"200282000012023LB000024";"02/01/2024";"341";"Itaú UniBanco S.A.";"0464";"399,80"
"200282000012024OB000004";"200282000012023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"40184,20"
"200282000012024OB000005";"200282000012023LB000022";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"245146,29"
"200283000012024OB000001";"200283000012023LB000026";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"11054070,37"
"200283000012024OB000001";"200283000012023LB000026";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"580042,42"
"200283000012024OB000001";"200283000012023LB000026";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"2001655,78"
"200283000012024OB000001";"200283000012023LB000026";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"368975,99"
"200283000012024OB000001";"200283000012023LB000026";"02/01/2024";"341";"Itaú UniBanco S.A.";"0628";"1235473,02"
"200283000012024OB000001";"200283000012023LB000026";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"39063,19"
"200283000012024OB000001";"200283000012023LB000026";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"173485,35"
"200283000012024OB000002";"200283000012023LB000032";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"450123,71"
"200283000012024OB000003";"200283000012023LB000031";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"131269,88"
"200283000012024OB000004";"200283000012023LB000027";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"134023,47"
"200283000012024OB000004";"200283000012023LB000027";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"16315,78"
"200283000012024OB000004";"200283000012023LB000027";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"35772,58"
"200283000012024OB000004";"200283000012023LB000027";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"34405,05"
"200283000012024OB000004";"200283000012023LB000027";"02/01/2024";"341";"Itaú UniBanco S.A.";"0628";"4766,25"
"200283000012024OB000004";"200283000012023LB000027";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"300,00"
"200284000012024OB000001";"200284000012023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"720601,80"
"200284000012024OB000002";"200284000012023LB000025";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"4793,16"
"200284000012024OB000002";"200284000012023LB000025";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"22854,55"
"200284000012024OB000002";"200284000012023LB000025";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"70925,47"
"200284000012024OB000002";"200284000012023LB000025";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"82249,11"
"200284000012024OB000002";"200284000012023LB000025";"02/01/2024";"341";"Itaú UniBanco S.A.";"6643";"40338,50"
"200284000012024OB000003";"200284000012023LB000028";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"6549,98"
"200284000012024OB000004";"200284000012023LB000029";"02/01/2024";"104";"Caixa Econômica Federal";"1431";"8356,09"
"200325000012024OB000001";"200325000012023LB000046";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"8853123,50"
"200325000012024OB000001";"200325000012023LB000046";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"1296274,11"
"200325000012024OB000001";"200325000012023LB000046";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"4560233,73"
"200325000012024OB000001";"200325000012023LB000046";"02/01/2024";"237";"Banco Bradesco S.A.";"0091";"1557887,94"
"200325000012024OB000001";"200325000012023LB000046";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1628804,18"
"200325000012024OB000001";"200325000012023LB000046";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"278700,36"
"200325000012024OB000001";"200325000012023LB000046";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"122353,09"
"200325000012024OB000002";"200325000012023LB000047";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"167841,91"
"200325000012024OB000002";"200325000012023LB000047";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"42215,56"
"200325000012024OB000002";"200325000012023LB000047";"02/01/2024";"70";"BRB - Banco de Brasília S.A.";"0100";"7570,39"
"200325000012024OB000002";"200325000012023LB000047";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"149431,59"
"200325000012024OB000002";"200325000012023LB000047";"02/01/2024";"237";"Banco Bradesco S.A.";"0091";"35923,38"
"200325000012024OB000002";"200325000012023LB000047";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"52762,58"
"200325000012024OB000002";"200325000012023LB000047";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"6830,76"
"200325000012024OB000002";"200325000012023LB000047";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"3097,24"
"200325000012024OB000004";"200325000012023LB000048";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"223744,17"
"200325000012024OB000005";"200325000012023LB000045";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"74271,97"
"200325000012024OB000005";"200325000012023LB000045";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"12117,13"
"200325000012024OB000005";"200325000012023LB000045";"02/01/2024";"104";"Caixa Econômica Federal";"0875";"38010,26"
"200325000012024OB000005";"200325000012023LB000045";"02/01/2024";"237";"Banco Bradesco S.A.";"0091";"23663,60"
"200325000012024OB000005";"200325000012023LB000045";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"3012,17"
"200325000012024OB000005";"200325000012023LB000045";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"4464,79"
"200334000012024OB000026";"200334000012023LB000291";"02/01/2024";"1";"Banco do Brasil S.A.";"1981";"14223554,35"
"200334000012024OB000026";"200334000012023LB000291";"02/01/2024";"104";"Caixa Econômica Federal";"0002";"5791075,04"
"200334000012024OB000027";"200334000012023LB000292";"02/01/2024";"104";"Caixa Econômica Federal";"0002";"17603,96"
"200334000012024OB000028";"200334000012023LB000313";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"1346828,04"
"200334000012024OB000029";"200334000012023LB000316";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"548184,83"
"200334000012024OB000030";"200334000012023LB000309";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"24350047,72"
"200334000012024OB000031";"200334000012023LB000310";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0082";"1863447,00"
"200334000012024OB000032";"200334000012023LB000308";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"5707047,67"
"200334000012024OB000032";"200334000012023LB000308";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0082";"709097,35"
"200334000012024OB000032";"200334000012023LB000308";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"104061,03"
"200334000012024OB000032";"200334000012023LB000308";"02/01/2024";"104";"Caixa Econômica Federal";"0002";"2366907,17"
"200334000012024OB000032";"200334000012023LB000308";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"989120,33"
"200334000012024OB000032";"200334000012023LB000308";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1190021,97"
"200334000012024OB000032";"200334000012023LB000308";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"105051,98"
"200334000012024OB000032";"200334000012023LB000308";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"175144,62"
"200334000012024OB000033";"200334000012023LB000311";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"78852,01"
"200334000012024OB000034";"200334000012023LB000315";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"440328,76"
"200334000012024OB000035";"200334000012023LB000312";"02/01/2024";"104";"Caixa Econômica Federal";"0002";"4619813,38"
"200334000012024OB000036";"200334000012023LB000314";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1901973,94"
"200334000012024OB000037";"200334000012023LB000294";"02/01/2024";"104";"Caixa Econômica Federal";"0002";"3535,62"
"200334000012024OB000038";"200334000012023LB000293";"02/01/2024";"1";"Banco do Brasil S.A.";"1981";"2156373,20"
"200334000012024OB000038";"200334000012023LB000293";"02/01/2024";"104";"Caixa Econômica Federal";"0002";"559157,06"
"200334000012024OB000039";"200334000012023LB000317";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"27155,34"
"200334000012024OB000039";"200334000012023LB000317";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0082";"916,40"
"200334000012024OB000039";"200334000012023LB000317";"02/01/2024";"104";"Caixa Econômica Federal";"0002";"20996,28"
"200334000012024OB000039";"200334000012023LB000317";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"6070,58"
"200334000012024OB000039";"200334000012023LB000317";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"300,00"
"200334000012024OB000103";"200334000012023LB000295";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"50000000,00"
"200334000012024OB000104";"200334000012023LB000296";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"49000000,00"
"200334000012024OB000105";"200334000012023LB000297";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"48000000,00"
"200334000012024OB000106";"200334000012023LB000298";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"47000000,00"
"200334000012024OB000107";"200334000012023LB000299";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"27418469,02"
"200334000012024OB000108";"200334000012023LB000300";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0082";"20735261,79"
"200334000012024OB000109";"200334000012023LB000301";"02/01/2024";"104";"Caixa Econômica Federal";"0002";"40000000,00"
"200334000012024OB000110";"200334000012023LB000302";"02/01/2024";"104";"Caixa Econômica Federal";"0002";"39733012,36"
"200334000012024OB000111";"200334000012023LB000303";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0100";"467231,47"
"200334000012024OB000111";"200334000012023LB000303";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"16322219,23"
"200334000012024OB000112";"200334000012023LB000304";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"27425336,49"
"200334000012024OB000113";"200334000012023LB000305";"02/01/2024";"";"";"9999";"2116,04"
"200334000012024OB000114";"200334000012023LB000306";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"12478417,98"
"200334000012024OB000116";"200334000012024LB000001";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"988367,87"
"200334000012024OB000117";"200334000012024LB000002";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"549218,05"
"200334000012024OB000118";"200334000012024LB000003";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"95845,24"
"200334000012024OB000119";"200334000012024LB000004";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"27620,62"
