"Código Pagamento";"Código Lista";"Data Emissão";"Código Banco";"Nome Banco";"Agência";"Valor em R$"
"158155264352024OB000002";"158155264352023LB000046";"02/01/2024";"1";"Banco do Brasil S.A.";"3795";"290662,15"
"158155264352024OB000002";"158155264352023LB000046";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"7879,93"
"158155264352024OB000002";"158155264352023LB000046";"02/01/2024";"104";"Caixa Econômica Federal";"1406";"197623,08"
"158155264352024OB000002";"158155264352023LB000046";"02/01/2024";"237";"Banco Bradesco S.A.";"2134";"22999,83"
"158155264352024OB000002";"158155264352023LB000046";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"18634,83"
"158155264352024OB000003";"158155264352023LB000047";"02/01/2024";"1";"Banco do Brasil S.A.";"3795";"283160,11"
"158155264352024OB000003";"158155264352023LB000047";"02/01/2024";"104";"Caixa Econômica Federal";"1406";"504776,47"
"158155264352024OB000003";"158155264352023LB000047";"02/01/2024";"237";"Banco Bradesco S.A.";"2134";"21361,52"
"158155264352024OB000003";"158155264352023LB000047";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"7418,38"
"158155264352024OB000003";"158155264352023LB000047";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"3936,40"
"158155264352024OB000003";"158155264352023LB000047";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"2486,45"
"158155264352024OB000004";"158155264352023LB000048";"02/01/2024";"104";"Caixa Econômica Federal";"1406";"1711,24"
"158515264412024OB000001";"158515264412023LB000047";"02/01/2024";"1";"Banco do Brasil S.A.";"4247";"27610,92"
"158515264412024OB000001";"158515264412023LB000047";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0437";"4032,67"
"158515264412024OB000001";"158515264412023LB000047";"02/01/2024";"104";"Caixa Econômica Federal";"0026";"20139,02"
"158515264412024OB000001";"158515264412023LB000047";"02/01/2024";"237";"Banco Bradesco S.A.";"1208";"1310,14"
"158515264412024OB000001";"158515264412023LB000047";"02/01/2024";"341";"Itaú UniBanco S.A.";"0301";"3632,30"
"158515264412024OB000002";"158515264412023LB000045";"02/01/2024";"1";"Banco do Brasil S.A.";"4247";"876376,39"
"158515264412024OB000002";"158515264412023LB000045";"02/01/2024";"104";"Caixa Econômica Federal";"0026";"227372,33"
"158515264412024OB000018";"158515264412023LB000046";"02/01/2024";"1";"Banco do Brasil S.A.";"4247";"7397757,93"
"158515264412024OB000018";"158515264412023LB000046";"02/01/2024";"104";"Caixa Econômica Federal";"0026";"1778806,52"
"158515264412024OB000020";"158515264412023LB000048";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0437";"394273,10"
"158515264412024OB000020";"158515264412023LB000048";"02/01/2024";"237";"Banco Bradesco S.A.";"1208";"181763,37"
"158515264412024OB000020";"158515264412023LB000048";"02/01/2024";"341";"Itaú UniBanco S.A.";"0301";"175709,10"
"158515264412024OB000020";"158515264412023LB000048";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"138176,73"
"158565264422024OB000009";"158565264422023LB000034";"02/01/2024";"1";"Banco do Brasil S.A.";"4201";"1645,98"
"158565264422024OB000010";"158565264422023LB000033";"02/01/2024";"1";"Banco do Brasil S.A.";"4201";"512254,50"
"158565264422024OB000010";"158565264422023LB000033";"02/01/2024";"104";"Caixa Econômica Federal";"4367";"112022,56"
"158565264422024OB000011";"158565264422023LB000035";"02/01/2024";"1";"Banco do Brasil S.A.";"1121";"45692,52"
"158565264422024OB000011";"158565264422023LB000035";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"660,00"
"158565264422024OB000011";"158565264422023LB000035";"02/01/2024";"104";"Caixa Econômica Federal";"4367";"4474,63"
"158565264422024OB000011";"158565264422023LB000035";"02/01/2024";"237";"Banco Bradesco S.A.";"5449";"10793,26"
"158565264422024OB000011";"158565264422023LB000035";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"2977,69"
"158565264422024OB000012";"158565264422023LB000036";"02/01/2024";"1";"Banco do Brasil S.A.";"1121";"4205,10"
"158565264422024OB000012";"158565264422023LB000036";"02/01/2024";"104";"Caixa Econômica Federal";"4367";"620,25"
"158565264422024OB000012";"158565264422023LB000036";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"1534,51"
"158719264492024OB000017";"158719264492023LB000025";"02/01/2024";"1";"Banco do Brasil S.A.";"1598";"18412,63"
"158719264492024OB000017";"158719264492023LB000025";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"1925";"1320,00"
"158719264492024OB000017";"158719264492023LB000025";"02/01/2024";"104";"Caixa Econômica Federal";"0032";"23799,94"
"158719264492024OB000017";"158719264492023LB000025";"02/01/2024";"237";"Banco Bradesco S.A.";"0456";"7927,29"
"158719264492024OB000017";"158719264492023LB000025";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"7285,71"
"158719264492024OB000018";"158719264492023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"4201";"353392,00"
"158719264492024OB000018";"158719264492023LB000024";"02/01/2024";"104";"Caixa Econômica Federal";"0926";"76440,54"
"158720264502024OB000054";"158720264502023LB000023";"02/01/2024";"1";"Banco do Brasil S.A.";"0070";"4680192,15"
"158720264502024OB000054";"158720264502023LB000023";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3157";"312400,31"
"158720264502024OB000054";"158720264502023LB000023";"02/01/2024";"104";"Caixa Econômica Federal";"3792";"1209638,63"
"158720264502024OB000054";"158720264502023LB000023";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"291324,41"
"158720264502024OB000055";"158720264502023LB000024";"02/01/2024";"1";"Banco do Brasil S.A.";"0070";"20359,93"
"158720264502024OB000055";"158720264502023LB000024";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"3004,30"
"160063000012024OB000014";"160063000012023LB000209";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"17847123,22"
"160063000012024OB000014";"160063000012023LB000209";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"2207";"2867719,21"
"160063000012024OB000014";"160063000012023LB000209";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0135";"987344,92"
"160063000012024OB000014";"160063000012023LB000209";"02/01/2024";"104";"Caixa Econômica Federal";"0009";"7989533,40"
"160063000012024OB000014";"160063000012023LB000209";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"3771349,53"
"160063000012024OB000014";"160063000012023LB000209";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"4049089,97"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"1";"Banco do Brasil S.A.";"0592";"47991760,02"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"12";"Banco Standard de Investimentos S.A.";"0001";"6408023,71"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"25";"Banco Alfa S.A.";"0001";"7847185,51"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0725";"20991256,60"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"104";"Caixa Econômica Federal";"0009";"9964371,55"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"6827751,89"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"254";"Paraná Banco S.A.";"0001";"9848922,02"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"320";"Banco Industrial e Comercial S.A.";"0009";"147965,68"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"341";"Itaú UniBanco S.A.";"2040";"1270325,29"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"394";"Banco Bradesco Financiamentos S.A.";"0012";"2683047,33"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"422";"Banco Safra S.A.";"0002";"282770,70"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"623";"Banco Panamericano S.A.";"0001";"4907217,40"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"707";"Banco Daycoval S.A.";"0001";"14989910,15"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"752";"Banco BNP Paribas Brasil S.A.";"0001";"510518,49"
"160063000012024OB000015";"160063000012023LB000205";"02/01/2024";"";"";"0001";"3618622,00"
"160063000012024OB000016";"160063000012023LB000207";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"1184914089,63"
"160063000012024OB000016";"160063000012023LB000207";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"2207";"162133829,51"
"160063000012024OB000016";"160063000012023LB000207";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0135";"15390935,50"
"160063000012024OB000016";"160063000012023LB000207";"02/01/2024";"104";"Caixa Econômica Federal";"0009";"298174932,23"
"160063000012024OB000016";"160063000012023LB000207";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"98857390,39"
"160063000012024OB000016";"160063000012023LB000207";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"176796558,45"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"1";"Banco do Brasil S.A.";"0592";"303077,66"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"12";"Banco Standard de Investimentos S.A.";"0001";"1478,03"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"25";"Banco Alfa S.A.";"0001";"8884087,09"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0725";"501118,23"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"104";"Caixa Econômica Federal";"0009";"3782054,23"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"954045,85"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"254";"Paraná Banco S.A.";"0001";"16930,10"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"341";"Itaú UniBanco S.A.";"2040";"456787,09"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"394";"Banco Bradesco Financiamentos S.A.";"0012";"3903,65"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"422";"Banco Safra S.A.";"0002";"845,30"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"623";"Banco Panamericano S.A.";"0001";"14767,81"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"707";"Banco Daycoval S.A.";"0001";"8923,99"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"752";"Banco BNP Paribas Brasil S.A.";"0001";"113968,79"
"160063000012024OB000017";"160063000012023LB000202";"02/01/2024";"";"";"0001";"52562,22"
"160063000012024OB000018";"160063000012023LB000210";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"1309368,16"
"160063000012024OB000018";"160063000012023LB000210";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"2207";"296330,11"
"160063000012024OB000018";"160063000012023LB000210";"02/01/2024";"104";"Caixa Econômica Federal";"0009";"46096,77"
"160063000012024OB000018";"160063000012023LB000210";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"241706,71"
"160063000012024OB000018";"160063000012023LB000210";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"134755,87"
"160063000012024OB000019";"160063000012023LB000208";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"52082,42"
"160063000012024OB000020";"160063000012023LB000206";"02/01/2024";"341";"Itaú UniBanco S.A.";"2040";"313872,20"
"160063000012024OB000021";"160063000012023LB000213";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"244849,62"
"160063000012024OB000021";"160063000012023LB000213";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"2207";"130032,64"
"160063000012024OB000021";"160063000012023LB000213";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0135";"45493,49"
"160063000012024OB000021";"160063000012023LB000213";"02/01/2024";"104";"Caixa Econômica Federal";"0009";"236109,73"
"160063000012024OB000021";"160063000012023LB000213";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"184920,92"
"160063000012024OB000021";"160063000012023LB000213";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"127716,05"
"160063000012024OB000022";"160063000012023LB000212";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"19066253,22"
"160063000012024OB000023";"160063000012023LB000203";"02/01/2024";"341";"Itaú UniBanco S.A.";"2040";"213749,23"
"160063000012024OB000024";"160063000012023LB000204";"02/01/2024";"1";"Banco do Brasil S.A.";"0592";"69021,63"
"160063000012024OB000024";"160063000012023LB000204";"02/01/2024";"25";"Banco Alfa S.A.";"0001";"6346,27"
"160063000012024OB000024";"160063000012023LB000204";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0725";"12931,00"
"160063000012024OB000024";"160063000012023LB000204";"02/01/2024";"104";"Caixa Econômica Federal";"0009";"150,19"
"160063000012024OB000024";"160063000012023LB000204";"02/01/2024";"254";"Paraná Banco S.A.";"0001";"5861,14"
"160063000012024OB000024";"160063000012023LB000204";"02/01/2024";"320";"Banco Industrial e Comercial S.A.";"0009";"350,00"
"160063000012024OB000024";"160063000012023LB000204";"02/01/2024";"623";"Banco Panamericano S.A.";"0001";"948,90"
"160063000012024OB000024";"160063000012023LB000204";"02/01/2024";"707";"Banco Daycoval S.A.";"0001";"306,95"
"160063000012024OB000024";"160063000012023LB000204";"02/01/2024";"";"";"0001";"1117,69"
"160063000012024OB000025";"160063000012023LB000218";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"371562,87"
"160063000012024OB000025";"160063000012023LB000218";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"26212,86"
"160063000012024OB000025";"160063000012023LB000218";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0135";"15241,12"
"160063000012024OB000025";"160063000012023LB000218";"02/01/2024";"104";"Caixa Econômica Federal";"0009";"216716,48"
"160063000012024OB000025";"160063000012023LB000218";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"79870,86"
"160063000012024OB000025";"160063000012023LB000218";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"76398,22"
"160063000012024OB000025";"160063000012023LB000218";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"2166,13"
"160063000012024OB000025";"160063000012023LB000218";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"1271,27"
"160063000012024OB000026";"160063000012023LB000215";"02/01/2024";"70";"BRB - Banco de Brasília S.A.";"0027";"20216,45"
"160063000012024OB000026";"160063000012023LB000215";"02/01/2024";"104";"Caixa Econômica Federal";"0863";"4996,99"
"160063000012024OB000026";"160063000012023LB000215";"02/01/2024";"318";"Banco BMG S.A.";"0001";"527281,51"
"160063000012024OB000026";"160063000012023LB000215";"02/01/2024";"611";"Banco Paulista S.A.";"0001";"1624,41"
"160063000012024OB000026";"160063000012023LB000215";"02/01/2024";"623";"Banco Panamericano S.A.";"0001";"186712,86"
"160063000012024OB000026";"160063000012023LB000215";"02/01/2024";"707";"Banco Daycoval S.A.";"0001";"32764,28"
"160063000012024OB000027";"160063000012023LB000216";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"69111289,81"
"160063000012024OB000027";"160063000012023LB000216";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"6099326,01"
"160063000012024OB000027";"160063000012023LB000216";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0135";"545087,75"
"160063000012024OB000027";"160063000012023LB000216";"02/01/2024";"104";"Caixa Econômica Federal";"0009";"24241224,34"
"160063000012024OB000027";"160063000012023LB000216";"02/01/2024";"237";"Banco Bradesco S.A.";"0606";"4070440,46"
"160063000012024OB000027";"160063000012023LB000216";"02/01/2024";"341";"Itaú UniBanco S.A.";"0522";"7092972,56"
"160063000012024OB000027";"160063000012023LB000216";"02/01/2024";"748";"Banco Cooperativo Sicredi S.A.";"0100";"171367,00"
"160063000012024OB000027";"160063000012023LB000216";"02/01/2024";"756";"Banco Cooperativo do Brasil S.A. - BANCOOB";"0001";"60454,62"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"4788475,66"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"25";"Banco Alfa S.A.";"0001";"56413,07"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"0725";"1574741,15"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0001";"443958,51"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"104";"Caixa Econômica Federal";"0863";"1064355,90"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"237";"Banco Bradesco S.A.";"4130";"51660,60"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"254";"Paraná Banco S.A.";"0001";"199221,14"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"318";"Banco BMG S.A.";"0001";"34048,19"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"341";"Itaú UniBanco S.A.";"2040";"886314,14"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"394";"Banco Bradesco Financiamentos S.A.";"0012";"225951,91"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"422";"Banco Safra S.A.";"0002";"98720,91"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"623";"Banco Panamericano S.A.";"0001";"891793,18"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"655";"Banco Votorantim S.A.";"0001";"214,20"
"160063000012024OB000028";"160063000012023LB000214";"02/01/2024";"707";"Banco Daycoval S.A.";"0001";"181103,30"
"160063000012024OB000029";"160063000012023LB000217";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"3035";"9083,55"
"160063000012024OB000030";"160063000012024LB000001";"02/01/2024";"1";"Banco do Brasil S.A.";"1607";"169642854,84"
"160063000012024OB000030";"160063000012024LB000001";"02/01/2024";"33";"Banco Santander (Brasil) S.A.";"2207";"64283574,79"
"160063000012024OB000030";"160063000012024LB000001";"02/01/2024";"41";"Banco do Estado do Rio Grande do Sul S.A.";"0135";"6112660,95"
