"Código Pagamento";"Código Lista";"Data Emissão";"Código Sequência";"Valor Lançamento em R$";"Valor Desconto em R$";"Valor Juros em R$";"Valor Dedução em R$";"Valor Acréscimo em R$"
"167297000012024OB000002";"167297000012023LF000002";"02/01/2024";"2";"115,18";"0,00";"0,00";"0,00";"0,00"
"167297000012024OB000002";"167297000012023LF000002";"02/01/2024";"3";"115,18";"0,00";"0,00";"0,00";"0,00"
"167345000012024OB000001";"167345000012023LF000099";"02/01/2024";"1";"65109,29";"0,00";"0,00";"0,00";"0,00"
"167362000012024OB000001";"167362000012023LF000148";"02/01/2024";"1";"111,03";"0,00";"0,00";"0,00";"0,00"
"167362000012024OB000002";"167362000012023LF000149";"02/01/2024";"1";"107,93";"0,00";"0,00";"0,00";"0,00"
"167362000012024OB000003";"167362000012023LF000150";"02/01/2024";"1";"1185,00";"0,00";"0,00";"0,00";"0,00"
"167495000012024OB000001";"167495000012023LF000128";"02/01/2024";"1";"111574,45";"0,00";"0,00";"0,00";"0,00"
"167495000012024OB000002";"167495000012023LF000132";"02/01/2024";"1";"742,57";"0,00";"0,00";"0,00";"0,00"
"167495000012024OB000003";"167495000012023LF000131";"02/01/2024";"1";"155614,88";"0,00";"0,00";"0,00";"0,00"
"167495000012024OB000004";"167495000012023LF000130";"02/01/2024";"1";"131,08";"0,00";"0,00";"0,00";"0,00"
"167495000012024OB000005";"167495000012023LF000129";"02/01/2024";"1";"40140,48";"0,00";"0,00";"0,00";"0,00"
"168003165012024OB000018";"168003165012023LF000176";"02/01/2024";"1";"16323,87";"0,00";"0,00";"0,00";"0,00"
"168006165012024OB000001";"168006165012023LF000571";"02/01/2024";"1";"211,91";"0,00";"0,00";"0,00";"0,00"
"170006000012024OB000003";"170006000012023LF000209";"02/01/2024";"1";"2387,47";"0,00";"0,00";"0,00";"0,00"
"170010000012024OB000004";"170010000012023LF000128";"02/01/2024";"1";"9562,75";"0,00";"0,00";"0,00";"0,00"
"170010000012024OB000011";"170010000012023LF000127";"02/01/2024";"1";"12500774,49";"0,00";"0,00";"0,00";"0,00"
"170018000012024OB000001";"170018000012023LF000412";"02/01/2024";"1";"194266,91";"0,00";"0,00";"0,00";"0,00"
"170032000012024OB000002";"170032000012023LF000215";"02/01/2024";"1";"344,63";"0,00";"0,00";"0,00";"0,00"
"170032000012024OB000007";"170032000012023LF000214";"02/01/2024";"1";"258,47";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000002";"170058000012023LF000285";"02/01/2024";"1";"11745,37";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000002";"170058000012023LF000285";"02/01/2024";"2";"76,15";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000002";"170058000012023LF000285";"02/01/2024";"3";"76,15";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000002";"170058000012023LF000285";"02/01/2024";"4";"160,16";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000004";"170058000012023LF000284";"02/01/2024";"1";"76,15";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000004";"170058000012023LF000284";"02/01/2024";"2";"152,29";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000005";"170058000012023LF000286";"02/01/2024";"1";"87,69";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000005";"170058000012023LF000286";"02/01/2024";"2";"469,62";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000005";"170058000012023LF000286";"02/01/2024";"3";"137,07";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000005";"170058000012023LF000286";"02/01/2024";"4";"99,24";"0,00";"0,00";"0,00";"0,00"
"170058000012024OB000005";"170058000012023LF000286";"02/01/2024";"5";"122,33";"0,00";"0,00";"0,00";"0,00"
"170066000012024OB000001";"170066000012023LF000206";"02/01/2024";"1";"117,06";"0,00";"0,00";"0,00";"0,00"
"170066000012024OB000002";"170066000012023LF000205";"02/01/2024";"1";"296,54";"0,00";"0,00";"0,00";"0,00"
"170170000012024OB000001";"170170000012023LF000020";"02/01/2024";"1";"364,22";"0,00";"0,00";"0,00";"0,00"
"170170000012024OB000002";"170170000012023LF000021";"02/01/2024";"1";"159,69";"0,00";"0,00";"0,00";"0,00"
"170195000012024OB000003";"170195000012023LF000825";"02/01/2024";"1";"130,03";"0,00";"0,00";"0,00";"0,00"
"170195000012024OB000004";"170195000012023LF000826";"02/01/2024";"1";"59,41";"0,00";"0,00";"0,00";"0,00"
"170195000012024OB000005";"170195000012023LF000827";"02/01/2024";"1";"91,09";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000001";"170214000012023LF000530";"02/01/2024";"1";"9883,84";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000002";"170214000012023LF000532";"02/01/2024";"1";"11657,64";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"1";"103,33";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"10";"103,44";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"11";"103,33";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"2";"103,33";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"3";"103,33";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"4";"103,63";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"5";"103,33";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"6";"103,33";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"7";"103,33";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"8";"103,33";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000003";"170214000012023LF000533";"02/01/2024";"9";"91,37";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000004";"170214000012023LF000531";"02/01/2024";"1";"103,33";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000005";"170214000012023LF000534";"02/01/2024";"1";"103,33";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000005";"170214000012023LF000534";"02/01/2024";"2";"103,07";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000005";"170214000012023LF000534";"02/01/2024";"3";"103,70";"0,00";"0,00";"0,00";"0,00"
"170214000012024OB000005";"170214000012023LF000534";"02/01/2024";"4";"103,33";"0,00";"0,00";"0,00";"0,00"
"170345000012024OB000001";"170345000012023LF000134";"02/01/2024";"1";"721,33";"0,00";"0,00";"0,00";"0,00"
"170345000012024OB000002";"170345000012023LF000136";"02/01/2024";"1";"754,40";"0,00";"0,00";"0,00";"0,00"
"170394000012024OB000002";"170394000012023LF000643";"02/01/2024";"1";"3532,50";"0,00";"0,00";"0,00";"0,00"
"170394000012024OB000003";"170394000012023LF000645";"02/01/2024";"1";"835,83";"0,00";"0,00";"0,00";"0,00"
"170394000012024OB000004";"170394000012023LF000644";"02/01/2024";"1";"4389,64";"0,00";"0,00";"0,00";"0,00"
"170597000012024OB000020";"170597000012023LF000259";"02/01/2024";"1";"465548,99";"0,00";"0,00";"0,00";"0,00"
"170597000012024OB000021";"170597000012023LF000260";"02/01/2024";"1";"538653,32";"0,00";"0,00";"0,00";"0,00"
"173030172022024OB000010";"173030172022023LF000222";"02/01/2024";"1";"1241,50";"0,00";"0,00";"0,00";"0,00"
"173030172022024OB000016";"173030172022023LF000223";"02/01/2024";"1";"100292,31";"0,00";"0,00";"0,00";"0,00"
"173039172032024OB000005";"173039172032023LF000195";"02/01/2024";"1";"2459,18";"0,00";"0,00";"0,00";"0,00"
"173039172032024OB000005";"173039172032023LF000195";"02/01/2024";"2";"598,82";"0,00";"0,00";"0,00";"0,00"
"173039172032024OB000025";"173039172032023LF000197";"02/01/2024";"1";"6952,67";"0,00";"0,00";"0,00";"0,00"
"173039172032024OB000026";"173039172032023LF000198";"02/01/2024";"1";"837,69";"0,00";"0,00";"0,00";"0,00"
"173039172032024OB000027";"173039172032023LF000196";"02/01/2024";"1";"106296,85";"0,00";"0,00";"0,00";"0,00"
"173058178042024OB000005";"173058178042023LF000081";"02/01/2024";"1";"34529,28";"0,00";"0,00";"0,00";"0,00"
"173058178042024OB000006";"173058178042023LF000087";"02/01/2024";"1";"73,92";"0,00";"0,00";"0,00";"0,00"
"173058178042024OB000009";"173058178042023LF000084";"02/01/2024";"1";"31246,55";"0,00";"0,00";"0,00";"0,00"
"173058178042024OB000009";"173058178042023LF000084";"02/01/2024";"2";"25206,50";"0,00";"0,00";"0,00";"0,00"
"173058178042024OB000013";"173058178042023LF000083";"02/01/2024";"1";"46175,79";"0,00";"0,00";"0,00";"0,00"
"173058178042024OB000015";"173058178042023LF000082";"02/01/2024";"1";"360412,20";"0,00";"0,00";"0,00";"0,00"
"180083000012024OB000005";"180083000012023LF000007";"02/01/2024";"1";"1294,90";"0,00";"0,00";"0,00";"0,00"
"180083000012024OB000010";"180083000012023LF000008";"02/01/2024";"1";"77,00";"0,00";"0,00";"0,00";"0,00"
"183023182052024OB000006";"183023182052023LF000140";"02/01/2024";"1";"8781,71";"0,00";"0,00";"0,00";"0,00"
"183023182052024OB000006";"183023182052023LF000140";"02/01/2024";"2";"1439,92";"0,00";"0,00";"0,00";"0,00"
"183023182052024OB000007";"183023182052023LF000141";"02/01/2024";"1";"7513,79";"0,00";"0,00";"0,00";"0,00"
"183023182052024OB000014";"183023182052023LF000143";"02/01/2024";"1";"18790,94";"0,00";"0,00";"0,00";"0,00"
"183038188012024OB000008";"183038188012023LF000161";"02/01/2024";"1";"8456,63";"0,00";"0,00";"0,00";"0,00"
"183038188012024OB000009";"183038188012023LF000162";"02/01/2024";"1";"675,04";"0,00";"0,00";"0,00";"0,00"
"193001112032024OB000001";"193001112032023LF000079";"02/01/2024";"1";"14931,71";"0,00";"0,00";"0,00";"0,00"
"193001112032024OB000002";"193001112032023LF000080";"02/01/2024";"1";"3009,34";"0,00";"0,00";"0,00";"0,00"
"193001112032024OB000003";"193001112032023LF000081";"02/01/2024";"1";"2792,58";"0,00";"0,00";"0,00";"0,00"
"193001112032024OB000010";"193001112032023LF000082";"02/01/2024";"1";"2479,48";"0,00";"0,00";"0,00";"0,00"
"193002112032024OB000007";"193002112032023LF000212";"02/01/2024";"1";"29169,65";"0,00";"0,00";"0,00";"0,00"
"193002112032024OB000007";"193002112032023LF000212";"02/01/2024";"2";"40221,77";"0,00";"0,00";"0,00";"0,00"
"193002112032024OB000008";"193002112032023LF000213";"02/01/2024";"1";"41028,27";"0,00";"0,00";"0,00";"0,00"
"193002112032024OB000008";"193002112032023LF000213";"02/01/2024";"2";"5823,35";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"1";"111,00";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"10";"194,64";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"11";"6212,35";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"12";"508,74";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"13";"111,00";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"14";"4723,15";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"15";"5556,35";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"16";"377,64";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"17";"116,37";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"18";"108,21";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"19";"232,11";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"2";"984,11";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"20";"142,72";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"21";"16,51";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"3";"100,67";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"4";"100,67";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"5";"68,83";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"6";"317,42";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"7";"164,85";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"8";"213,44";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000001";"193004112032023LF000070";"02/01/2024";"9";"6535,06";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000002";"193004112032023LF000074";"02/01/2024";"1";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000002";"193004112032023LF000074";"02/01/2024";"2";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000002";"193004112032023LF000074";"02/01/2024";"3";"240,64";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000002";"193004112032023LF000074";"02/01/2024";"4";"155,28";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000002";"193004112032023LF000074";"02/01/2024";"5";"538,69";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000002";"193004112032023LF000074";"02/01/2024";"6";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000002";"193004112032023LF000074";"02/01/2024";"7";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000002";"193004112032023LF000074";"02/01/2024";"8";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000003";"193004112032023LF000073";"02/01/2024";"1";"155,28";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000003";"193004112032023LF000073";"02/01/2024";"2";"155,28";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000003";"193004112032023LF000073";"02/01/2024";"3";"347,39";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000003";"193004112032023LF000073";"02/01/2024";"4";"214,33";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000003";"193004112032023LF000073";"02/01/2024";"5";"570,75";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000003";"193004112032023LF000073";"02/01/2024";"6";"155,28";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000003";"193004112032023LF000073";"02/01/2024";"7";"213,64";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000003";"193004112032023LF000073";"02/01/2024";"8";"155,28";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000004";"193004112032023LF000072";"02/01/2024";"1";"214,33";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000004";"193004112032023LF000072";"02/01/2024";"2";"214,33";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000004";"193004112032023LF000072";"02/01/2024";"3";"340,15";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000004";"193004112032023LF000072";"02/01/2024";"4";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000004";"193004112032023LF000072";"02/01/2024";"5";"1500,60";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000004";"193004112032023LF000072";"02/01/2024";"6";"214,33";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000004";"193004112032023LF000072";"02/01/2024";"7";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000004";"193004112032023LF000072";"02/01/2024";"8";"214,33";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000005";"193004112032023LF000071";"02/01/2024";"1";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000005";"193004112032023LF000071";"02/01/2024";"2";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000005";"193004112032023LF000071";"02/01/2024";"3";"298,77";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000005";"193004112032023LF000071";"02/01/2024";"4";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000005";"193004112032023LF000071";"02/01/2024";"5";"348,98";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000005";"193004112032023LF000071";"02/01/2024";"6";"154,08";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000005";"193004112032023LF000071";"02/01/2024";"7";"154,90";"0,00";"0,00";"0,00";"0,00"
"193004112032024OB000005";"193004112032023LF000071";"02/01/2024";"8";"154,08";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000001";"193009112032023LF000090";"02/01/2024";"1";"7338,35";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000001";"193009112032023LF000090";"02/01/2024";"2";"1570,21";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000001";"193009112032023LF000090";"02/01/2024";"3";"879,93";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000001";"193009112032023LF000090";"02/01/2024";"4";"171,39";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000001";"193009112032023LF000090";"02/01/2024";"5";"115,93";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000001";"193009112032023LF000090";"02/01/2024";"6";"502,04";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000002";"193009112032023LF000091";"02/01/2024";"1";"1228,76";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000002";"193009112032023LF000091";"02/01/2024";"2";"155,04";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000002";"193009112032023LF000091";"02/01/2024";"3";"411,96";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000002";"193009112032023LF000091";"02/01/2024";"4";"1779,11";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000002";"193009112032023LF000091";"02/01/2024";"5";"87,33";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000002";"193009112032023LF000091";"02/01/2024";"6";"4889,61";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000002";"193009112032023LF000091";"02/01/2024";"7";"753,31";"0,00";"0,00";"0,00";"0,00"
"193009112032024OB000002";"193009112032023LF000091";"02/01/2024";"8";"106,99";"0,00";"0,00";"0,00";"0,00"
"193028192052024OB000012";"193028192052023LF000544";"02/01/2024";"1";"4239,12";"0,00";"0,00";"0,00";"0,00"
"193028192052024OB000015";"193028192052023LF000550";"02/01/2024";"1";"32640,91";"0,00";"0,00";"0,00";"0,00"
"193028192052024OB000016";"193028192052023LF000549";"02/01/2024";"1";"410052,68";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000007";"193099192112023LF000846";"02/01/2024";"1";"944,96";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000019";"193099192112023LF000822";"02/01/2024";"1";"770,22";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000025";"193099192112023LF000821";"02/01/2024";"1";"812,05";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000026";"193099192112023LF000824";"02/01/2024";"1";"1017,33";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000029";"193099192112023LF000816";"02/01/2024";"1";"53387,56";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000031";"193099192112023LF000823";"02/01/2024";"1";"1060,72";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000032";"193099192112023LF000817";"02/01/2024";"1";"13982,84";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000035";"193099192112023LF000825";"02/01/2024";"1";"485,76";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000041";"193099192112023LF000855";"02/01/2024";"1";"425884,15";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000042";"193099192112023LF000858";"02/01/2024";"1";"805724,64";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000058";"193099192112023LF000854";"02/01/2024";"1";"600518,93";"0,00";"0,00";"0,00";"0,00"
"193099192112024OB000059";"193099192112023LF000857";"02/01/2024";"1";"842878,88";"0,00";"0,00";"0,00";"0,00"
"193110192112024OB000001";"193110192112023LF000060";"02/01/2024";"1";"180,56";"0,00";"0,00";"0,00";"0,00"
"193110192112024OB000002";"193110192112023LF000061";"02/01/2024";"1";"121,87";"0,00";"0,00";"0,00";"0,00"
"194003192082024OB000012";"194003192082023LF000097";"02/01/2024";"1";"152,15";"0,00";"0,00";"0,00";"0,00"
"194005192082024OB000002";"194005192082023LF000044";"02/01/2024";"1";"454,24";"0,00";"0,00";"0,00";"0,00"
"194005192082024OB000003";"194005192082023LF000032";"02/01/2024";"1";"466,08";"0,00";"0,00";"0,00";"0,00"
"194005192082024OB000004";"194005192082023LF000031";"02/01/2024";"1";"464,14";"0,00";"0,00";"0,00";"0,00"
"194009192082024OB000001";"194009192082023LF000113";"02/01/2024";"1";"5339,45";"0,00";"0,00";"0,00";"0,00"
"194012192082024OB000008";"194012192082023LF000036";"02/01/2024";"1";"336,06";"0,00";"0,00";"0,00";"0,00"
"194012192082024OB000009";"194012192082023LF000038";"02/01/2024";"1";"2249,84";"0,00";"0,00";"0,00";"0,00"
"194012192082024OB000010";"194012192082023LF000037";"02/01/2024";"1";"3946,29";"0,00";"0,00";"0,00";"0,00"
"194028192082024OB000001";"194028192082023LF000371";"02/01/2024";"1";"159,90";"0,00";"0,00";"0,00";"0,00"
"194028192082024OB000003";"194028192082023LF000373";"02/01/2024";"1";"107,76";"0,00";"0,00";"0,00";"0,00"
"194028192082024OB000004";"194028192082023LF000372";"02/01/2024";"1";"135,00";"0,00";"0,00";"0,00";"0,00"
"194028192082024OB000005";"194028192082023LF000370";"02/01/2024";"1";"2559,54";"0,00";"0,00";"0,00";"0,00"
"194035192082024OB000004";"194035192082023LF000431";"02/01/2024";"1";"36678,22";"0,00";"0,00";"0,00";"0,00"
"194035192082024OB000005";"194035192082023LF000430";"02/01/2024";"1";"5779,42";"0,00";"0,00";"0,00";"0,00"
"194035192082024OB000025";"194035192082023LF000433";"02/01/2024";"1";"38080,36";"0,00";"0,00";"0,00";"0,00"
"195001112012024OB000001";"195001112012023LF000285";"02/01/2024";"1";"1908,82";"0,00";"0,00";"0,00";"0,00"
"195001112012024OB000002";"195001112012023LF000284";"02/01/2024";"1";"4321,53";"0,00";"0,00";"0,00";"0,00"
"195001112012024OB000003";"195001112012023LF000282";"02/01/2024";"1";"2134,45";"0,00";"0,00";"0,00";"0,00"
"195001112012024OB000010";"195001112012023LF000283";"02/01/2024";"1";"394,32";"0,00";"0,00";"0,00";"0,00"
"195004112012024OB000001";"195004112012023LF000399";"02/01/2024";"1";"1376,77";"0,00";"0,00";"0,00";"0,00"
"195004112012024OB000003";"195004112012023LF000400";"02/01/2024";"1";"56,87";"0,00";"0,00";"0,00";"0,00"
"195004112012024OB000003";"195004112012023LF000400";"02/01/2024";"2";"185,20";"0,00";"0,00";"0,00";"0,00"
"195004112012024OB000003";"195004112012023LF000400";"02/01/2024";"3";"147,07";"0,00";"0,00";"0,00";"0,00"
"195004112012024OB000004";"195004112012024LF400001";"02/01/2024";"1";"5016,42";"0,00";"0,00";"0,00";"0,00"
"195004112012024OB000007";"195004112012023LF000401";"02/01/2024";"1";"1460,94";"0,00";"0,00";"0,00";"0,00"
"195004112012024OB000007";"195004112012023LF000401";"02/01/2024";"2";"77,25";"0,00";"0,00";"0,00";"0,00"
"195006112012024OB000013";"195006112012023LF000617";"02/01/2024";"1";"14999,25";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000009";"200006000012023LF000131";"02/01/2024";"1";"8374,33";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000018";"200006000012023LF000130";"02/01/2024";"1";"3861,31";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000022";"200006000012023LF000133";"02/01/2024";"1";"44612,05";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000023";"200006000012023LF000135";"02/01/2024";"1";"21730,67";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000024";"200006000012023LF000134";"02/01/2024";"1";"36896,14";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000032";"200006000012023LF000136";"02/01/2024";"1";"3736,65";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000033";"200006000012023LF000137";"02/01/2024";"1";"36669,76";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000034";"200006000012023LF000140";"02/01/2024";"1";"2355,87";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000034";"200006000012023LF000140";"02/01/2024";"2";"1075,36";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000034";"200006000012023LF000140";"02/01/2024";"3";"9910,92";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000041";"200006000012023LF000139";"02/01/2024";"1";"546819,04";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000041";"200006000012023LF000139";"02/01/2024";"2";"63566,88";"0,00";"0,00";"0,00";"0,00"
"200006000012024OB000042";"200006000012023LF000138";"02/01/2024";"1";"351096,45";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000001";"200109000012023LF000319";"02/01/2024";"1";"25083,95";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000002";"200109000012023LF000318";"02/01/2024";"1";"192,00";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000002";"200109000012023LF000318";"02/01/2024";"2";"219,00";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000003";"200109000012023LF000320";"02/01/2024";"1";"163344,42";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000004";"200109000012023LF000317";"02/01/2024";"1";"11991,70";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000005";"200109000012023LF000321";"02/01/2024";"1";"201160,44";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000007";"200109000012023LF000322";"02/01/2024";"1";"192,00";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000007";"200109000012023LF000322";"02/01/2024";"2";"219,00";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000007";"200109000012023LF000322";"02/01/2024";"3";"192,00";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000007";"200109000012023LF000322";"02/01/2024";"4";"219,00";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000007";"200109000012023LF000322";"02/01/2024";"5";"192,00";"0,00";"0,00";"0,00";"0,00"
"200109000012024OB000007";"200109000012023LF000322";"02/01/2024";"6";"219,00";"0,00";"0,00";"0,00";"0,00"
"200112000012024OB000001";"200112000012023LF000894";"02/01/2024";"1";"275,71";"0,00";"0,00";"0,00";"0,00"
"200112000012024OB000001";"200112000012023LF000894";"02/01/2024";"2";"2107,09";"0,00";"0,00";"0,00";"0,00"
"200114000012024OB000004";"200114000012023LF000415";"02/01/2024";"1";"3895,92";"0,00";"0,00";"0,00";"0,00"
"200114000012024OB000004";"200114000012023LF000415";"02/01/2024";"10";"355,69";"0,00";"0,00";"0,00";"0,00"
"200114000012024OB000004";"200114000012023LF000415";"02/01/2024";"11";"366,45";"0,00";"0,00";"0,00";"0,00"
"200114000012024OB000004";"200114000012023LF000415";"02/01/2024";"12";"117,84";"0,00";"0,00";"0,00";"0,00"
"200114000012024OB000004";"200114000012023LF000415";"02/01/2024";"13";"113,25";"0,00";"0,00";"0,00";"0,00"
