"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Unidade Gestora";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"05/2024";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"3.277.599,10";"17.301.447,68";"18.176.954,99";"1.004.670,58";
"04/2024";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"12.154.495,25";"17.028.443,60";"16.975.960,96";"436.440,62";
"07/2024";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"3.139.527,41";"16.598.743,55";"19.772.415,76";"971.654,01";
"03/2024";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"793.300,35";"17.180.160,84";"17.352.292,77";"423.648,99";
"09/2024";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"- 95.367,17";"16.699.694,67";"16.620.048,62";"138.956,32";
"02/2024";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"8.134.638,35";"15.895.180,00";"12.624.124,88";"7.385.610,61";
"06/2024";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"319.317,18";"19.593.371,19";"16.136.022,79";"190.571,47";
"08/2024";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"488.978,90";"16.035.724,31";"16.150.222,07";"179.087,92";
"01/2024";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"204.580.771,01";"16.108.306,29";"2.711.840,23";"17.034.977,62";
"01/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"210.162.834,99";"178.993.618,51";"242.159,41";"20.585.338,32";
"02/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170485 - DEPARTAMENTO DE SAUDE E ASSIST. DE PESSOAL";"268.138.504,63";"589.390,12";"557.188,32";"46.574.677,82";
"02/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170397 - FCDF - SECRETARIA DE SAUDE";"594.251.397,15";"528.377.763,42";"527.942.949,88";"29.757.305,65";
"03/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170485 - DEPARTAMENTO DE SAUDE E ASSIST. DE PESSOAL";"- 11.236.465,33";"11.952.797,09";"9.294.976,37";"59.448.803,46";
"09/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170485 - DEPARTAMENTO DE SAUDE E ASSIST. DE PESSOAL";"11.878.066,63";"14.743.686,16";"11.347.044,14";"887.581,03";
"08/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"223.775.739,24";"233.891.715,64";"230.868.028,17";"909.027,26";
"02/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"267.427.730,33";"225.026.455,41";"221.848.334,80";"18.203.825,65";
"03/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170397 - FCDF - SECRETARIA DE SAUDE";"702.223.491,95";"1.135.137.150,00";"568.299.122,18";"1.245.254,03";
"09/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170393 - FCDF±SSP ± POLICIA MILITAR DO DF";"6.484.322,77";"11.812.121,34";"11.373.432,86";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTAO DE PESSOAL";"346.406.316,74";"345.828.402,52";"- 182.355,41";"125.264.369,76";
"06/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170485 - DEPARTAMENTO DE SAUDE E ASSIST. DE PESSOAL";"10.277.516,13";"53.351.304,03";"55.394.268,80";"4.163.135,71";
"04/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170485 - DEPARTAMENTO DE SAUDE E ASSIST. DE PESSOAL";"1.739.883,57";"21.543.927,18";"21.296.973,45";"28.266.808,98";
"07/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170495 - FCDF - CBMDF - ASSISTENCIA MEDICA";"30.704.856,79";"13.532.588,60";"17.904.422,47";"4.145.402,64";
"06/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170393 - FCDF±SSP ± POLICIA MILITAR DO DF";"14.707.818,69";"11.019.180,82";"10.822.568,36";"10.738.761,71";
"03/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"197.781.133,91";"198.254.792,87";"190.841.048,96";"5.642.311,83";
"09/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"189.754.640,03";"190.877.379,88";"192.856.476,61";"4.520.124,48";
"05/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"207.246.063,93";"199.067.576,51";"195.529.608,69";"608.562,20";
"01/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170495 - FCDF - CBMDF - ASSISTENCIA MEDICA";"55.187.721,31";"31.942,94";"29.000,00";"10.238.602,42";
"07/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTAO DE PESSOAL";"363.947.167,68";"363.789.429,97";"491.774.076,81";"40.156,66";
"05/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170393 - FCDF±SSP ± POLICIA MILITAR DO DF";"4.675.715,53";"10.591.287,03";"7.590.003,06";"2.627.910,70";
"08/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"192.671.214,84";"194.959.457,23";"192.685.303,57";"149.700,26";
"01/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170393 - FCDF±SSP ± POLICIA MILITAR DO DF";"20.797.793,85";"1.346.479,53";"1.346.479,53";"12.408.227,03";
"04/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170397 - FCDF - SECRETARIA DE SAUDE";"653.601.015,18";"642.832.418,13";"613.445.675,66";"1.753.461,60";
"04/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"193.407.360,79";"193.504.760,90";"198.603.084,50";"19.557.431,10";
"07/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170399 - FCDF - SECRETARIA DE EDUCACAO";"410.754.108,96";"393.443.790,42";"379.289.306,56";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170495 - FCDF - CBMDF - ASSISTENCIA MEDICA";"878.406,11";"9.732.935,29";"13.091.748,53";"7.929.241,81";
"03/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTAO DE PESSOAL";"369.795.031,77";"369.479.399,47";"372.554.529,91";"2.748.708,64";
"06/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"299.456.488,79";"295.786.229,77";"233.882.772,89";"3.540.808,88";
"02/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170399 - FCDF - SECRETARIA DE EDUCACAO";"385.983.499,23";"449.651.416,98";"361.544.943,05";"32.326,21";
"07/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170397 - FCDF - SECRETARIA DE SAUDE";"789.370.910,38";"819.276.725,22";"774.089.673,04";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"219.420.297,86";"228.864.909,73";"230.807.640,80";"50.670,43";
"01/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170485 - DEPARTAMENTO DE SAUDE E ASSIST. DE PESSOAL";"2.316.269,22";"78.899,70";"54.634,15";"11.234.131,11";
"03/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"241.331.497,93";"228.889.073,31";"231.211.678,84";"4.878.027,73";
"07/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"187.934.693,04";"193.476.430,30";"255.109.910,34";"6.216.759,00";
"07/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170393 - FCDF±SSP ± POLICIA MILITAR DO DF";"7.817.649,08";"10.554.594,32";"12.774.686,27";"583.907,08";
"02/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"201.917.057,27";"188.864.260,18";"180.113.718,83";"13.389.119,77";
"07/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170485 - DEPARTAMENTO DE SAUDE E ASSIST. DE PESSOAL";"6.877.118,81";"42.597.892,24";"40.002.912,65";"4.815.759,78";
"09/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170397 - FCDF - SECRETARIA DE SAUDE";"658.963.994,23";"762.428.676,44";"763.786.115,86";"1.591,20";
"05/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170397 - FCDF - SECRETARIA DE SAUDE";"600.411.877,46";"588.176.630,40";"631.726.080,81";"140.972,65";
"08/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTAO DE PESSOAL";"359.301.434,22";"359.559.935,70";"363.859.647,18";"112.727,81";
"01/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170397 - FCDF - SECRETARIA DE SAUDE";"531.214.945,30";"0,00";"0,00";"405.666.243,09";
"05/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170399 - FCDF - SECRETARIA DE EDUCACAO";"405.676.412,57";"410.066.533,30";"374.400.208,80";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170399 - FCDF - SECRETARIA DE EDUCACAO";"432.860.102,13";"270.647.194,63";"0,00";"280.845.131,82";
"04/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"279.401.821,41";"287.975.757,49";"287.748.042,65";"8.909.147,58";
"07/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"236.856.744,82";"233.937.803,04";"300.126.805,95";"1.300.060,64";
"04/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170399 - FCDF - SECRETARIA DE EDUCACAO";"425.143.542,08";"688.485.929,15";"348.067.543,68";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170495 - FCDF - CBMDF - ASSISTENCIA MEDICA";"230.389,41";"15.332.364,88";"13.090.563,13";"3.697.214,96";
"02/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170393 - FCDF±SSP ± POLICIA MILITAR DO DF";"35.421.896,16";"3.146.773,85";"2.572.837,93";"9.145.081,94";
"04/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTAO DE PESSOAL";"375.363.390,97";"375.114.493,87";"369.433.018,73";"130.740,68";
"08/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170485 - DEPARTAMENTO DE SAUDE E ASSIST. DE PESSOAL";"- 2.613.412,99";"10.458.696,98";"14.498.387,92";"3.850.072,22";
"05/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"221.463.803,87";"230.969.017,21";"229.129.656,60";"4.962.258,18";
"06/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170399 - FCDF - SECRETARIA DE EDUCACAO";"439.237.841,72";"367.039.506,76";"418.885.599,30";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170397 - FCDF - SECRETARIA DE SAUDE";"838.081.639,85";"733.369.526,07";"725.614.832,83";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170394 - FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF";"250.272.491,15";"253.371.453,00";"197.281.424,69";"2.201.062,45";
"09/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTAO DE PESSOAL";"371.832.921,39";"371.586.984,80";"359.464.465,42";"1.697.072,70";
"02/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTAO DE PESSOAL";"372.741.072,20";"372.758.594,92";"345.935.277,46";"20.322.203,93";
"06/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170397 - FCDF - SECRETARIA DE SAUDE";"633.891.119,80";"595.042.657,35";"594.155.801,05";"97.836,33";
"08/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170495 - FCDF - CBMDF - ASSISTENCIA MEDICA";"16.637.289,23";"18.111.855,57";"12.933.519,50";"1.852.655,73";
"01/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170395 - FCDF±SSP ± POLICIA CIVIL DO DF";"276.539.300,78";"217.874.631,86";"547.992,80";"84.073.846,11";
"08/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170399 - FCDF - SECRETARIA DE EDUCACAO";"367.204.549,68";"395.949.951,24";"396.397.950,27";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170393 - FCDF±SSP ± POLICIA MILITAR DO DF";"5.606.506,13";"8.362.641,20";"8.713.835,31";"4.301.364,78";
"05/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170485 - DEPARTAMENTO DE SAUDE E ASSIST. DE PESSOAL";"903.388,23";"20.614.851,79";"18.628.704,68";"5.742.298,11";
"06/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTAO DE PESSOAL";"491.853.115,72";"491.866.416,55";"369.415.513,70";"54.123,78";
"09/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170495 - FCDF - CBMDF - ASSISTENCIA MEDICA";"2.021.305,47";"8.991.336,31";"15.546.004,50";"318.907,58";
"08/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170393 - FCDF±SSP ± POLICIA MILITAR DO DF";"20.849.991,65";"5.684.346,70";"6.391.994,22";"415.986,68";
"03/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170495 - FCDF - CBMDF - ASSISTENCIA MEDICA";"1.475.245,65";"5.488.012,61";"2.613.723,96";"9.357.973,43";
"04/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170495 - FCDF - CBMDF - ASSISTENCIA MEDICA";"- 362.846,43";"7.842.317,02";"3.813.266,09";"2.272.066,37";
"05/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170484 - FCDF-PMDF-DEPARTAMENTO DE GESTAO DE PESSOAL";"369.582.809,62";"369.253.864,84";"375.191.230,20";"39.905,03";
"03/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170393 - FCDF±SSP ± POLICIA MILITAR DO DF";"14.401.414,99";"6.638.162,07";"6.750.093,94";"24.929.223,82";
"02/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170495 - FCDF - CBMDF - ASSISTENCIA MEDICA";"686.726,62";"1.421.035,90";"706.820,41";"8.047.237,61";
"03/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170399 - FCDF - SECRETARIA DE EDUCACAO";"348.024.807,33";"78.877.902,29";"437.057.759,88";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"170399 - FCDF - SECRETARIA DE EDUCACAO";"387.157.739,03";"61.344.379,56";"399.863.292,79";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"170381 - FUNDO DE COMPENSACAO E VARIACAO SALARIAL";"6.174.045,10";"6.174.045,10";"6.174.045,10";"21.423.104,49";
"01/2024";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"170381 - FUNDO DE COMPENSACAO E VARIACAO SALARIAL";"21.408.355,64";"21.408.355,64";"21.408.355,64";"32.020.636,30";
"02/2024";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"170381 - FUNDO DE COMPENSACAO E VARIACAO SALARIAL";"26.006.247,28";"26.006.247,28";"26.006.247,28";"25.865.152,61";
"06/2024";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"170381 - FUNDO DE COMPENSACAO E VARIACAO SALARIAL";"6.406.642,45";"6.406.642,45";"6.406.642,45";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"170381 - FUNDO DE COMPENSACAO E VARIACAO SALARIAL";"36.459.767,81";"36.459.767,81";"36.459.767,81";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"170381 - FUNDO DE COMPENSACAO E VARIACAO SALARIAL";"0,00";"1.779.040,00";"0,00";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL";"14.222.413,00";"14.225.604,52";"14.540.596,13";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL";"318.183,13";"314.991,61";"356.717,72";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL";"318.187,81";"617.429,84";"318.198,07";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL";"318.190,51";"18.948,48";"318.187,81";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL";"0,00";"0,00";"9.487,00";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL";"205.253,11";"205.253,11";"205.253,11";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL";"18.977,73";"9.487,00";"9.490,73";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL";"356.717,72";"356.717,72";"318.190,51";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL";"636.399,82";"636.399,82";"318.201,75";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES";"246.089.510,63";"226.901.382,75";"226.901.382,75";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES";"55.376.405,04";"58.948.392,02";"58.948.392,02";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES";"41.355.447,19";"41.302.415,49";"41.302.415,49";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES";"37.373.842,83";"37.373.842,83";"37.373.842,83";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES";"44.744.654,47";"42.442.722,61";"42.442.722,61";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES";"43.958.927,44";"44.190.712,30";"44.190.712,30";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES";"7.425.175,90";"7.473.202,96";"7.473.202,96";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES";"38.858.412,60";"38.895.548,55";"38.895.548,55";"0,00";
"06/2024";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES";"159.235.475,08";"176.809.772,78";"176.809.772,78";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170133 - SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF";"94.667,34";"35.532,34";"35.532,34";"1.231.587,66";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170168 - ALFANDEGA DA RFB PORTO DE SANTOS";"3.273,43";"936.557,45";"977.936,34";"222.598,92";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170097 - DELEGACIA DA RFB EM UBERLANDIA";"502.823,14";"367.617,92";"378.840,51";"49.632,09";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170081 - DELEGACIA DA RFB EM VITORIA DA CONQUISTA";"1.095.815,08";"1.463,74";"458,93";"296.829,92";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170066 - DELEGACIA DA RFB EM MACEIO";"1.116.144,67";"110.275,98";"97.184,36";"72.830,58";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170072 - DELEGACIA DA RFB EM ARACAJU";"268.779,67";"278.342,36";"269.071,30";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170146 - DELEGACIA DA RFB EM OSASCO";"0,00";"0,00";"0,00";"590,91";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170066 - DELEGACIA DA RFB EM MACEIO";"13.921,77";"500.068,07";"429.946,61";"12.569,86";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170097 - DELEGACIA DA RFB EM UBERLANDIA";"35.510,23";"437.691,39";"409.351,19";"116.354,29";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170066 - DELEGACIA DA RFB EM MACEIO";"1.000,00";"7.697,75";"10.394,10";"4.377,42";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170080 - DELEGACIA DA RFB EM FEIRA DE SANTANA";"1.918,45";"278.539,73";"282.732,42";"10.952,76";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170533 - ALFANDEGA DA RFB EM SAO PAULO";"30.476,70";"49.820,31";"50.356,78";"258.563,08";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170170 - DELEGACIA DA RFB EM JOACABA";"0,00";"615,47";"615,47";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170136 - DELEGACIA DA RFB EM CAMPINAS";"201.326,71";"95.531,90";"55.503,82";"95.713,06";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170097 - DELEGACIA DA RFB EM UBERLANDIA";"95.411,78";"94.353,38";"95.658,95";"28.315,11";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170081 - DELEGACIA DA RFB EM VITORIA DA CONQUISTA";"69.920,00";"0,00";"0,00";"550.791,14";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170312 - DELEGACIA DE ADM.TRIBUTARIA DA RFB EM S.PAULO";"- 69.176,60";"97.683,54";"96.756,74";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170312 - DELEGACIA DE ADM.TRIBUTARIA DA RFB EM S.PAULO";"52.635,28";"103.538,49";"114.607,22";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170040 - SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF";"157.113,66";"887.909,25";"987.956,57";"187.383,96";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170058 - SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF";"4.575.054,34";"2.915.265,08";"2.662.752,26";"367.543,83";
