"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Unidade Gestora";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170136 - DELEGACIA DA RFB EM CAMPINAS";"234.683,83";"127.621,11";"155.317,28";"1.723,05";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170279 - CORREGEDORIA-GERAL DA RFB";"100.000,00";"176.027,37";"175.466,28";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170168 - ALFANDEGA DA RFB PORTO DE SANTOS";"879.923,92";"948.025,44";"865.492,41";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170007 - SUBSECRETARIA DE ASSUNTOS CORPORATIVOS- SUCOP";"1.392.243,36";"4.120,61";"4.120,61";"5.933.009,62";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170010 - SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"20.263.115,44";"198.501.046,85";"119.171.587,26";"36.573.319,20";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170052 - DELEGACIA DA RFB EM JOAO PESSOA";"- 331,20";"668,80";"26.371,10";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170028 - DELEGACIA DA RFB EM SAO LUIS";"1.215.478,53";"224.156,21";"286.092,55";"6.790,70";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170121 - DELEGACIA DA RFB EM NITEROI";"22.876,96";"13.841,00";"13.841,00";"889,60";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170209 - DELEGACIA DA RFB EM MANAUS";"381.035,72";"132.329,66";"180.754,96";"18.897,67";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170066 - DELEGACIA DA RFB EM MACEIO";"83.725,02";"83.673,24";"80.816,52";"1.524,74";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170133 - SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF";"1.215.200,43";"199.166,78";"181.823,35";"1.241.064,66";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170168 - ALFANDEGA DA RFB PORTO DE SANTOS";"5.416.574,41";"44.957,08";"41.567,36";"427.949,99";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170058 - SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF";"4.074.336,40";"2.866.497,30";"2.703.780,07";"308.664,46";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170271 - DELEGACIA DA RFB EM PALMAS";"3.646,78";"53.094,05";"65.226,74";"54,67";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170018 - SUPERINTENDENCIA REGIONAL DA RFB NA 1A RF";"612.293,80";"2.713.221,14";"2.758.893,49";"273.982,84";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170092 - DELEGACIA DA RFB EM JUIZ DE FORA";"112.667,00";"8.537,00";"4.055,15";"156.501,39";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170701 - FUNDO SOCIAL - CALAMIDADE PUBLICA";"15.000.000.000,00";"8.000.000.000,00";"8.000.000.000,00";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170047 - DELEGACIA DA RFB EM NATAL";"1.040.667,53";"417.446,41";"321.952,69";"83.672,42";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170116 - SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF";"843.955,80";"3.081.767,42";"3.175.417,15";"317.628,89";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170035 - DELEGACIA DA RFB EM TERESINA";"0,00";"122.634,45";"92.616,72";"71.691,07";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170103 - DELEGACIA DA RFB EM VITORIA";"42.677,40";"77.366,05";"77.366,05";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170078 - SUPERINTENDENCIA REGIONAL DA RFB NA 5A RF";"408.079,00";"25.574,98";"19.127,01";"1.234.325,41";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170321 - DELEGACIA DA RFB EM PIRACICABA";"1.027,00";"0,00";"0,00";"4.085,35";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170122 - DELEGACIA DA RFB EM NOVA IGUACU";"4.500,00";"4.500,00";"4.500,00";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170201 - DELEGACIA DA RFB EM PORTO VELHO";"20.925,40";"10.761,72";"10.761,72";"113.012,28";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170170 - DELEGACIA DA RFB EM JOACABA";"6.367,00";"1.198,54";"1.198,54";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170201 - DELEGACIA DA RFB EM PORTO VELHO";"46.554,28";"16.932,03";"15.560,05";"425.412,50";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170271 - DELEGACIA DA RFB EM PALMAS";"59.471,52";"55.623,30";"54.420,99";"0,00";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170171 - DELEGACIA DA RFB EM JOINVILLE";"36,40";"36,40";"32,96";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170092 - DELEGACIA DA RFB EM JUIZ DE FORA";"720,00";"720,00";"720,00";"868,22";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170590 - UCP/SE/MF-PNAFM III";"100.060.000,00";"0,00";"0,00";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170052 - DELEGACIA DA RFB EM JOAO PESSOA";"8.734,30";"215.939,97";"225.562,78";"15.455,79";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170147 - DELEGACIA DA RFB EM SANTO ANDRE";"134.929,38";"460.707,80";"514.432,04";"850,33";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170590 - UCP/SE/MF-PNAFM III";"500.000,00";"2.248,04";"2.248,04";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170178 - DELEGACIA DA RFB EM CAXIAS DO SUL";"17.028,06";"413.326,41";"415.013,13";"62.658,94";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170262 - DELEGACIA DA RFB EM S.JOSE DOS CAMPOS";"25.581,24";"20.251,18";"19.263,51";"10,10";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"200281 - FOLHA DE PAGAMENTO - MF";"- 1.504.882.058,64";"626.419.238,58";"626.293.075,97";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170627 - CENTRO DE SERVICOS COMPARTILHADOS - MF";"- 33.289,00";"12.931,00";"12.931,00";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170860 - COORD. ANALISE E INF TRANS FIN INTERGOV/STN";"0,00";"28.758.824.603,63";"28.758.824.603,63";"0,00";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170103 - DELEGACIA DA RFB EM VITORIA";"- 8.768,82";"- 8.768,82";"- 8.768,82";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170600 - COORD.GERAL DE CONTROLE DA DIVIDA PUBLICA";"156.092.262.428,78";"235.345.989.336,06";"235.345.989.336,06";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170078 - SUPERINTENDENCIA REGIONAL DA RFB NA 5A RF";"2.000.086,04";"751.702,71";"828.377,25";"87.670,18";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170168 - ALFANDEGA DA RFB PORTO DE SANTOS";"- 1.692.298,84";"113.888,30";"214.491,61";"0,00";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170135 - DELEGACIA DA RFB EM BAURU";"- 493.848,92";"1.312.669,96";"1.206.546,59";"39.019,17";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170040 - SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF";"342.152,23";"791.787,39";"797.505,67";"19.921,92";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170052 - DELEGACIA DA RFB EM JOAO PESSOA";"172.036,14";"208.398,72";"210.196,65";"20.470,97";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170072 - DELEGACIA DA RFB EM ARACAJU";"0,00";"269.968,53";"253.291,57";"4.092,86";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170147 - DELEGACIA DA RFB EM SANTO ANDRE";"30.029,88";"29.845,88";"29.845,88";"720.826,56";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170177 - SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF";"2.494.946,13";"2.582.031,97";"2.903.599,95";"228.655,24";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170271 - DELEGACIA DA RFB EM PALMAS";"16.485,92";"51.204,21";"71.323,07";"51.176,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170072 - DELEGACIA DA RFB EM ARACAJU";"27.614,84";"202.116,01";"201.298,49";"21.554,70";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170162 - ALFANDEGA DA RFB EM FOZ DO IGUACU";"1.559,40";"702,50";"727,61";"5.470,35";
"05/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170600 - COORD.GERAL DE CONTROLE DA DIVIDA PUBLICA";"24.084.173.890,32";"37.247.404.378,29";"37.247.404.378,29";"0,00";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170178 - DELEGACIA DA RFB EM CAXIAS DO SUL";"543.327,36";"346.721,44";"287.043,07";"370.301,63";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170135 - DELEGACIA DA RFB EM BAURU";"110.335,06";"1.474.152,65";"1.370.291,27";"418.884,31";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170138 - DELEGACIA DA RFB EM RIBEIRAO PRETO";"99.029,98";"34.520,78";"29.826,57";"884.848,52";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170209 - DELEGACIA DA RFB EM MANAUS";"20.000,00";"0,00";"0,00";"98.623,56";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170156 - SUPERINTENDENCIA REGIONAL DA RFB NA 9A RF";"678.264,88";"621.259,19";"506.838,57";"8.154.207,29";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170147 - DELEGACIA DA RFB EM SANTO ANDRE";"2.210.644,86";"648.406,72";"543.942,41";"137.817,28";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170479 - CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"210.000,00";"49.192,81";"9.153,88";"0,00";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170088 - SUPERINTENDENCIA REGIONAL DA RFB NA 6A RF";"2.043.689,14";"2.218.124,46";"2.825.691,52";"696.791,22";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170010 - SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"- 15.263.990,84";"100.297.956,75";"34.313.808,27";"111.386.084,47";
"03/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170081 - DELEGACIA DA RFB EM VITORIA DA CONQUISTA";"- 921,20";"229.272,05";"152.540,23";"968.837,80";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170147 - DELEGACIA DA RFB EM SANTO ANDRE";"57.849,79";"57.124,87";"72.486,35";"549,61";
"06/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170081 - DELEGACIA DA RFB EM VITORIA DA CONQUISTA";"33.056,97";"367.686,10";"306.004,91";"7.917,85";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170018 - SUPERINTENDENCIA REGIONAL DA RFB NA 1A RF";"2.753.772,85";"4.170.741,91";"4.034.184,85";"80.222,92";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170010 - SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"114.876.451,23";"171.040.259,00";"38.105.163,24";"15.375.035,82";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170028 - DELEGACIA DA RFB EM SAO LUIS";"223.853,16";"137.812,56";"133.670,81";"22,69";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170018 - SUPERINTENDENCIA REGIONAL DA RFB NA 1A RF";"3.511.592,79";"3.974.835,94";"3.628.924,18";"90.418,91";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170136 - DELEGACIA DA RFB EM CAMPINAS";"- 11.602,94";"145.167,37";"145.568,54";"4.486,25";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170205 - DELEGACIA DA RFB EM RIO BRANCO";"11.695,71";"105.136,95";"104.915,33";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170080 - DELEGACIA DA RFB EM FEIRA DE SANTANA";"329.369,42";"214.446,04";"197.661,52";"53.362,74";
"02/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170533 - ALFANDEGA DA RFB EM SAO PAULO";"1.903.287,07";"299.188,26";"234.428,83";"987.158,63";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170860 - COORD. ANALISE E INF TRANS FIN INTERGOV/STN";"0,00";"32.063.010.958,84";"32.063.010.958,84";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170600 - COORD.GERAL DE CONTROLE DA DIVIDA PUBLICA";"561.105.173.514,53";"339.837.869.135,38";"339.837.869.135,38";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170701 - FUNDO SOCIAL - CALAMIDADE PUBLICA";"0,00";"7.000.000.000,00";"7.000.000.000,00";"0,00";
"09/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170135 - DELEGACIA DA RFB EM BAURU";"32.269,24";"324.132,42";"324.019,56";"0,00";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170262 - DELEGACIA DA RFB EM S.JOSE DOS CAMPOS";"36.747,93";"26.827,60";"41.012,96";"1.589,04";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170168 - ALFANDEGA DA RFB PORTO DE SANTOS";"10.962,82";"10.038,28";"10.038,28";"1.348.138,37";
"01/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170162 - ALFANDEGA DA RFB EM FOZ DO IGUACU";"31.030,00";"577,60";"523,02";"5.407,50";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170209 - DELEGACIA DA RFB EM MANAUS";"463.802,73";"111.309,80";"108.435,83";"141.903,99";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170177 - SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF";"3.474.646,88";"3.324.084,63";"3.155.133,85";"700.805,83";
"04/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170700 - COORD.GERAL DE CONTR.E EXEC.DE OPER.FISCAIS.";"5.947.514.256,94";"2.414.592.911,25";"2.414.592.911,25";"1.009.396.110,39";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170178 - DELEGACIA DA RFB EM CAXIAS DO SUL";"39.095,22";"445.663,21";"460.953,91";"32.246,42";
"07/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170627 - CENTRO DE SERVICOS COMPARTILHADOS - MF";"0,00";"1.000,00";"1.000,00";"1.303,50";
"08/2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170138 - DELEGACIA DA RFB EM RIBEIRAO PRETO";"78.961,55";"62.532,69";"65.346,41";"211.700,27";
